,year,runtime,title,genre,actor,actress,director,popularity,premiere,imdb score,language
1078,1986,90,French Lesson,Comedy,"Sterling, Alexandre","Snowden, Jane","Gilbert, Brian",29,,,
1079,1985,88,Roller Blade,Action,"Hutchinson, Jeff","Solari, Suzanne","Jackson, Donald G",31,,,
1080,1964,101,A Shot in the Dark,Comedy,"Sellers, Peter","Sommer, Elke","Edwards, Blake",51,,,
1082,1982,122,Missing,Drama,"Lemmon, Jack","Spacek, Sissy",Costa-Gavras,30,,,
1083,1989,99,Picasso Trigger,Action,"Bond, Steve","Speir, Dona","Sidaris, Andy",20,,,
1084,1987,97,Hard Ticket to Hawaii,Action,"Moss, Ronn","Speir, Dona","Sidaris, Andy",36,,,
1086,1933,72,Baby Face,Drama,"Brent, George","Stanwyck, Barbara","Green, Alfred E.",66,,,
1087,1992,95,"Violent Men, The",Action,"Ford, Glenn","Stanwyck, Barbara","Mate, Rudolph",25,,,
1088,1985,117,Cocoon,Science Fiction,"Ameche, Don","Stapleton, Maureen","Howard, Ron",45,,,
1089,1986,96,Clockwise,Comedy,"Cleese, John","Steadman, Alison","Morahan, Christopher",10,,,
1091,1981,111,Outland,Science Fiction,"Connery, Sean","Sternhagen, Frances","Hyams, Peter",7,,,
1092,1967,114,Hang 'em High,Western,"Eastwood, Clint","Stevens, Inger","Post, Ted",67,,,
1093,1992,123,Basic Instinct,Mystery,"Douglas, Michael","Stone, Sharon","Verhoeven, Paul",41,,,
1094,1990,113,Total Recall,Action,"Schwarzenegger, Arnold","Stone, Sharon","Verhoeven, Paul",8,,,
1095,1987,115,Stakeout,Comedy,"Dreyfuss, Richard","Stowe, Madeleine","Badham, John",13,,,
1096,1992,104,"Unnamable II, The Statement of Randolph Carter, The",Drama,"Rhys-Davies, John","Strain, Julie","Ouellette, Jean-Paul",36,,,
1097,1967,85,"Trip, The",Drama,"Fonda, Peter","Strasberg, Susan","Corman, Roger",64,,,
1098,1987,135,Ironweed,Drama,"Nicholson, Jack","Streep, Meryl","Babenco, Hector",32,,,
1101,1991,112,Defending Your Life,Comedy,"Brooks, Albert","Streep, Meryl","Brooks, Albert",75,,,
1102,1978,183,"Deer Hunter, The",Drama,"De Niro, Robert","Streep, Meryl","Cimino, Michael",82,,,
1103,1984,106,Falling in Love,Drama,"De Niro, Robert","Streep, Meryl","Grosbard, Ulu",31,,,
1104,1986,108,Heartburn,Comedy,"Nicholson, Jack","Streep, Meryl","Nichols, Mike",57,,,
1105,1983,131,Silkwood,Drama,"Russell, Kurt","Streep, Meryl","Nichols, Mike",52,,,
1106,1982,151,Sophie's Choice,Drama,"Kline, Kevin","Streep, Meryl","Pakula, Alan J.",64,,,
1107,1985,161,Out of Africa,Drama,"Redford, Robert","Streep, Meryl","Pollack, Sydney",88,,,
1108,1981,127,"French Lieutenant's Woman, The",Drama,"Irons, Jeremy","Streep, Meryl","Reisz, Karel",37,,,
1109,1985,124,Plenty,Drama,"Dance, Charles","Streep, Meryl","Schepisi, Fred",9,,,
1110,1988,122,A Cry in the Dark,Drama,"Neill, Sam","Streep, Meryl","Schepisi, Fred",67,,,
1111,1989,99,She-Devil,Comedy,"Begley, Ed, Jr.","Streep, Meryl","Seidelman, Susan",43,,,
1112,1992,103,Death Becomes Her,Drama,"Willis, Bruce","Streep, Meryl","Zemeckis, Robert",61,,,
1114,1970,129,On a Clear Day You Can See Forever,Music,"Montand, Yves","Streisand, Barbra","Minnelli, Vincente",67,,,
1115,1987,100,Nuts,Drama,"Dreyfuss, Richard","Streisand, Barbra","Ritt, Martin",52,,,
1116,1983,134,Yentl,Music,"Patinkin, Mandy","Streisand, Barbra","Streisand, Barbra",46,,,
1117,1968,151,Funny Girl,Music,"Sharif, Omar","Streisand, Barbra","Wyler, William",30,,,
1118,1990,97,Fellow Traveller,Drama,"Travanti, Daniel J.","Stubbs, Imogen","Towns, Philip Saville",39,,,
1119,1970,140,Dodesukaden,Drama,"Zushi, Yoshitaka","Sugai, Kin","Kurosawa, Akira",75,,,
1121,1941,117,So Ends Our Night,Drama,"March, Fredric","Sullavan, Margaret","Cromwell, John",2,,,
1122,1984,102,Sword of the Valiant,Action,"O'Keeffe, Miles","Sutton, Emma","Weeks, Stephen",5,,,
1123,1949,78,"Devil's Wanton, The",Drama,"Malmsten, Birger","Svedlund, Doris","Bergman, Ingmar",66,,,
1124,1989,99,Driving Miss Daisy,Drama,"Freeman, Morgan","Tandy, Jessica","Beresford, Bruce",6,,,
1126,1983,105,Between Friends,Drama,"Ramer, Henry","Taylor, Elizabeth","Antonio, Lou",54,,,
1127,1957,173,Raintree County,Drama,"Clift, Montgomery","Taylor, Elizabeth","Dmytryk, Edward",74,,,
1128,1975,101,"Driver's Seat, The",Drama,"Bannen, Ian","Taylor, Elizabeth","Griffi, Giuseppe Patroni",72,,,
1129,1967,109,Reflections in a Golden Eye,Drama,"Brando, Marlon","Taylor, Elizabeth","Huston, John",81,,,
1130,1972,110,"X, Y & Zee",Drama,"Caine, Michael","Taylor, Elizabeth","Hutton, Brian G.",87,,,
1131,1968,109,Secret Ceremony,Drama,"Mitchum, Robert","Taylor, Elizabeth","Losey, Joseph",60,,,
1132,1963,243,Cleopatra,Drama,"Burton, Richard","Taylor, Elizabeth","Mankiewicz, Joseph L.",80,,,
1134,1992,130,Who's Afraid of Virginia Woolf?,Drama,"Burton, Richard","Taylor, Elizabeth","Nichols, Mike",82,,,
1135,1977,110,A Little Night Music,Music,"Cariou, Len","Taylor, Elizabeth","Prince, Harold",61,,,
1136,1956,201,Giant,Drama,"Hudson, Rock","Taylor, Elizabeth","Stevens, George",61,,,
1137,1985,94,"Rumor Mill, The",Drama,"Dysart, Richard A.","Taylor, Elizabeth","Trikonis, Gus",62,,,
1138,1943,90,Lassie Come Home,Drama,"McDowall, Roddy","Taylor, Elizabeth","Wilcox, Fred M",79,,,
1145,1931,125,Cimarron,Western,"Dix, Richard","Taylor, Estelle","Ruggles, Wesley",44,,,
1146,1992,83,Apache Woman,Western,"Bridges, Lloyd","Taylor, Joan","Corman, Roger",32,,,
1148,1988,101,Mystic Pizza,Comedy,"Moses, William","Taylor, Lili","Petrie, Donald",74,,,
1149,1991,95,Dogfight,Action,"Phoenix, River","Taylor, Lili","Savoca, Nancy",66,,,
1150,1935,234,"Adventures of Rex & Rinty, The",Western,Rex the Wonder Horse,"Taylor, Norma","Beebe, Ford",87,,,
1151,1988,60,Daphnis & Chloe,Music,"Morrow, Carl","Taylor, Victoria","Wimhurst, Jolyon",85,,,
1152,1980,97,Marathon,Comedy,"Newhart, Bob","Taylor-Young, Leigh","Cooper, Jackie",76,,,
1153,1948,127,Fort Apache,Western,"Fonda, Henry","Temple, Shirley","Ford, John",4,,,
1154,1937,100,Wee Willie Winkie,Drama,"Romero, Cesar","Temple, Shirley","Ford, John",78,,,
1155,1987,91,Big Shots,Action,"Busker, Ricky","Thayer, Brynn","Mandel, Robert",5,,,
1156,1988,85,Doin' Time on Planet Earth,Comedy,"Strouse, Nocholas","Thompson, Andrea","Matthau, Charles",44,,,
1157,1983,91,All the Right Moves,Drama,"Cruise, Tom","Thompson, Lea","Chapman, Michael",65,,,
1158,1987,93,Some Kind of Wonderful,Drama,"Stoltz, Eric","Thompson, Lea","Deutch, Howard",16,,,
1159,1990,87,"All New Tales from the Crypt, A Trilogy",Horror,"Walsh, M. Emmet","Thompson, Lea","Deutch, Howard",33,,,
1160,1985,116,Back to the Future,Comedy,"Fox, Michael J.","Thompson, Lea","Zemeckis, Robert",9,,,
1161,1963,80,Winter Light,Drama,"Björnstrand, Gunnar","Thulin, Ingrid","Bergman, Ingmar",2,,,
1162,1963,95,"Silence, The",Drama,"Malmsten, Birger","Thulin, Ingrid","Bergman, Ingmar",79,,,
1163,1959,100,"Magician, The",Drama,"Sydow, Max von","Thulin, Ingrid","Bergman, Ingmar",3,,,
1164,1961,154,"Four Horsemen of the Apocalypse, The",Drama,"Ford, Glenn","Thulin, Ingrid","Minnelli, Vincente",71,,,
1165,1986,99,Critical Condition,Comedy,"Pryor, Richard","Ticotin, Rachel","Apted, Michael",41,,,
1168,1989,109,Lean on Me,Drama,"Freeman, Morgan","Todd, Beverly","Avildsen, John G.",51,,,
1169,1986,221,On Wings of Eagles,Drama,"Lancaster, Burt","Towers, Constance","McLaglen, Andrew V.",53,,,
1170,1941,94,Texas,Western,"Holden, William","Trevor, Claire","Marshall, George",79,,,
1171,1939,80,Allegheny Uprising,Drama,"Wayne, John","Trevor, Claire","Seiter, William A.",53,,,
1172,1940,95,Dark Command,Western,"Wayne, John","Trevor, Claire","Walsh, Raoul",52,,,
1173,1986,103,Peggy Sue Got Married,Drama,"Cage, Nicolas","Turner, Kathleen","Coppola, Francis Ford",62,,,
1175,1985,130,Prizzi's Honor,Comedy,"Nicholson, Jack","Turner, Kathleen","Huston, John",25,,,
1176,1983,90,"Man with Two Brains, The",Comedy,"Martin, Steve","Turner, Kathleen","Reiner, Carl",68,,,
1177,1984,101,Crimes of Passion,Drama,"Perkins, Anthony","Turner, Kathleen","Russell, Ken",4,,,
1178,1985,106,"Jewel of the Nile, The",Action,"Douglas, Michael","Turner, Kathleen","Teague, Lewis",68,,,
1179,1984,106,Romancing the Stone,Action,"Douglas, Michael","Turner, Kathleen","Zemeckis, Robert ",83,,,
1183,1988,90,Cannibal Women in the Avocado Jungle of Death,Comedy,"Primus, Barry","Tweed, Shannon","Lawton, J.F.",56,,,
1184,1986,91,Mr Love.,Comedy,"Jackson, Barry","Tyzack, Margaret","Battersby, Roy",10,,,
1185,1968,139,2001: A Space Odyssey,Science Fiction,"Dullea, Keir","Tyzack, Margaret","Kubrick, Stanley",83,,,
1186,1966,81,Persona,Drama,"Björnstrand, Gunnar","Ullman, Liv","Bergman, Ingmar",81,,,
1188,1968,88,Hour of the Wolf,Drama,"Sydow, Max von","Ullman, Liv","Bergman, Ingmar",37,,,
1189,1969,101,"Passion of Anna, The",Drama,"Sydow, Max von","Ullman, Liv","Bergman, Ingmar",6,,,
1190,1984,96,Dangerous Moves,Drama,"Caron, Leslie","Ullman, Liv","Dembo, Richard",7,,,
1191,1957,147,Sayonara,Drama,"Brando, Marlon","Umeki, Miyoshi","Logan, Joshua",19,,,
1193,1985,95,Teen Wolf,Drama,"Fox, Michael J.","Ursitti, Susan","Daniel, Rod",58,,,
1194,1990,88,Amazon,Action,"Davi, Robert","Vaananen, Kari","Kaurismäki, Mika",30,,,
1196,1959,88,"Virgin Spring, The",Drama,"Sydow, Max von","Valberg, Brigitta","Bergman, Ingmar",8,,,
1197,1970,97,Spider's Stratagem,Drama,"Brogi, Giulio","Valli, Alida","Bertolucci, Bernardo",45,,,
1198,1971,102,Play Misty for Me,Mystery,"Eastwood, Clint","Walter, Jessica","Eastwood, Clint",47,,,
1199,1981,88,Going Ape,Comedy,"Danza, Tony","Walter, Jessica","Kronsberg, Jeremy Joe",65,,,
1200,1967,127,Cool Hand Luke,Drama,"Newman, Paul","Van Fleet, Jo","Rosenberg, Stuart",49,,,
1201,1988,89,Phantom of the Ritz,Horror,"Bergman, Peter","Van Valkenburgh, Deborah","Plone, Allen",85,,,
1202,1990,85,Crash & Burn,Science Fiction,"Ganus, Paul","Ward, Megan","Band, Charles",75,,,
1203,1991,114,After Dark My Sweet,Mystery,"Patric, Jason","Ward, Rachel","Foley, James",33,,,
1205,1986,109,Young Sherlock Holmes,Mystery,"Rowe, Nicholas","Ward, Sophie","Levinson, Barry",16,,,
1206,1991,104,Doc Hollywood,Comedy,"Fox, Michael J.","Warner, Julie","Caton-Jones, Michael",64,,,
1207,1988,96,Baja Oklahoma,Comedy,"Coyote, Peter","Warren, Lesley Ann","Roth, Bobby",71,,,
1208,1986,137,Aliens,Science Fiction,"Biehn, Michael","Weaver, Sigourney","Cameron, James",82,,,
1209,1992,115,Alien Three,Science Fiction,"Dutton, Charles","Weaver, Sigourney","Fincher, David",59,,,
1210,1997,109,Alien: resurrection,Science Fiction,"Perlman, Ron","Weaver, Sigourney","Jeunet, Jean-Pierre",60,,,
1211,1979,117,Alien,Science Fiction,"Skerritt, Tom","Weaver, Sigourney","Scott, Ridley",83,,,
1212,1985,97,One Woman or Two,Comedy,"Depardieu, Gérard","Weaver, Sigourney","Vigne, Daniel",64,,,
1213,1984,96,Soggy Bottom U. S. A.,Comedy,"Johnson, Ben","Wedgeworth, Ann","Flicker, Theodore J.",50,,,
1214,1973,96,Bang the Drum Slowly,Drama,"Moriarty, Michael","Wedgeworth, Ann","Hancock, John D.",73,,,
1215,1974,82,"Catamount Killing, The",Action,"Buchholz, Horst","Wedgeworth, Ann","Zanussi, Krzystoff",84,,,
1216,1972,92,Fuzz,Action,"Reynolds, Burt","Welch, Raquel","Colla, Richard A.",37,,,
1217,1966,101,"Shoot Loud, Louder, I Don't Understand!",Mystery,"Mastroianni, Marcello","Welch, Raquel","De Filippo, Eduardo",70,,,
1218,1967,107,Bedazzled,Comedy,"Cook, Peter","Welch, Raquel","Donen, Stanley",67,,,
1219,1977,120,"Prince & the Pauper, The",Action,"Reed, Oliver","Welch, Raquel","Fleischer, Richard",86,,,
1220,1969,110,One Hundred Rifles,Western,"Reynolds, Burt","Welch, Raquel","Gries, Tom",48,,,
1221,1975,90,"Wild Party, The",Drama,"Dukes, David","Welch, Raquel","Ivory, James",75,,,
1222,1968,106,Bandolero!,Western,"Stewart, James","Welch, Raquel","McLaglen, Andrew V.",9,,,
1223,1973,119,"Last of Sheila, The",Mystery,"Coburn, James","Welch, Raquel","Ross, Herbert",39,,,
1226,1988,161,Bird,Drama,"Whitaker, Forest","Venora, Diane","Eastwood, Clint",24,,,
1228,1987,88,Hell Comes to Frogtown,Science Fiction,"LeFlore, Julius","Verrell, Cec","Jackson, Donald G",74,,,
1229,1966,126,"Fortune Cookie, The",Comedy,"Lemmon, Jack","West, Judi","Wilder, Billy",3,,,
1230,1990,92,"Sun Shines Bright, The",Action,"Winninger, Charles","Whelan, Arleen","Ford, John",46,,,
1231,1987,106,"Squeeze, The",Action,"Keach, Stacy","White, Carol","Apted, Michael",23,,,
1232,1970,91,Start the Revolution Without Me,Comedy,"Wilder, Gene","Whitelaw, Billie","Yorkin, Bud",62,,,
1233,1989,107,Major League,Comedy,"Sheen, Charlie","Whitton, Margaret","Ward, David S.",64,,,
1234,1990,108,"Bright Lights, Big City",Drama,"Fox, Michael J.","Wiest, Dianne","Bridges, James",30,,,
1235,1987,97,"Lost Boys, The",Horror,"Patric, Jason","Wiest, Dianne","Schumacher, Joel",67,,,
1236,1989,93,Cookie,Comedy,"Falk, Peter","Wiest, Dianne","Seidelman, Susan",43,,,
1237,1974,114,"Conversation, The",Drama,"Hackman, Gene","Williams, Cindy","Coppola, Francis Ford",59,,,
1238,1973,112,American Graffiti,Comedy,"Dreyfuss, Richard","Williams, Cindy","Lucas, George",39,,,
1239,1953,96,Dangerous When Wet,Music,"Lamas, Fernando","Williams, Esther","Walters, Charles",67,,,
1240,1980,111,Stir Crazy,Comedy,"Pryor, Richard","Williams, JoBeth","Poitier, Sidney",40,,,
1241,1989,91,Young Einstein,Comedy,"Serious, Yahoo","Wilson, Pee-Wee","Serious, Yahoo",47,,,
1242,1956,83,"Killing, The",Drama,"Hayden, Sterling","Windsor, Marie","Kubrick, Stanley",51,,,
1243,1973,102,"Cahill, United States Marshal",Western,"Wayne, John","Windsor, Marie","McLaglen, Andrew V.",12,,,
1244,1989,90,"Savage Intruder, The",Horror,"Garfield, John David","Wing, Virginia","Wolfe, Donald",24,,,
1245,1992,139,"Sheltering Sky, The",Drama,"Malkovich, John","Winger, Debra","Bertolucci, Bernardo",64,,,
1246,1982,125,An Officer & a Gentleman,Drama,"Gere, Richard","Winger, Debra","Hackford, Taylor",1,,,
1247,1987,101,Black Widow,Mystery,"Hopper, Dennis","Winger, Debra","Rafelson, Bob",54,,,
1248,1986,116,Legal Eagles,Comedy,"Redford, Robert","Winger, Debra","Reitman, Ivan",39,,,
1249,1970,90,Bloody Mama,Action,"Stroud, Don","Winters, Shelley","Corman, Roger",17,,,
1250,1965,106,A Patch of Blue,Drama,"Poitier, Sidney","Winters, Shelley","Green, Guy",51,,,
1251,1955,109,I Died a Thousand Times,Drama,"Palance, Jack","Winters, Shelley","Heisler, Stuart",23,,,
1252,1977,90,Tentacles,Horror,"Huston, John","Winters, Shelley","Hellman, Oliver",62,,,
1253,1968,100,"Scalphunters, The",Western,"Lancaster, Burt","Winters, Shelley","Pollack, Sydney",33,,,
1254,1992,96,A Day in October,Drama,"Sweeney, D. B.","Wolf, Kelly","Madsen, Kenneth",76,,,
1256,1985,94,My Science Project,Comedy,"Stockwell, John","Von Zerneck, Danielle","Betnel, Jonathan",84,,,
1257,1991,160,"Great Race, The",Comedy,"Moore, Dudley","Wood, Natalie","Edwards, Blake",88,,,
1258,1956,119,"Searchers, The",Western,"Wayne, John","Wood, Natalie","Ford, John",9,,,
1259,1979,105,Meteor,Action,"Connery, Sean","Wood, Natalie","Neame, Ronald",5,,,
1260,1955,111,Rebel Without a Cause,Drama,"Dean, James","Wood, Natalie","Ray, Nicholas",82,,,
1261,1961,153,West Side Story,Music,"Beymer, Richard","Wood, Natalie","Wise, Robert",38,,,
1262,1970,110,Trash,Comedy,"Dallesandro, Joe","Woodlawn, Holly","Morrissey, Paul",68,,,
1263,1966,95,A Big Hand for the Little Lady,Comedy,"Fonda, Henry","Woodward, Joanne","Cook, Fielder",12,,,
1264,1966,104,A Fine Madness,Comedy,"Connery, Sean","Woodward, Joanne","Kershner, Irvin",6,,,
1265,1987,134,"Glass Menagerie, The",Drama,"Malkovich, John","Woodward, Joanne","Newman, Paul",68,,,
1266,1989,117,Harry & Son,Drama,"Newman, Paul","Woodward, Joanne","Newman, Paul",57,,,
1267,1968,102,"Rachel, Rachel",Drama,"Olson, James","Woodward, Joanne","Newman, Paul",32,,,
1268,1961,98,Paris Blues,Drama,"Newman, Paul","Woodward, Joanne","Ritt, Martin",54,,,
1271,1991,144,State of Grace,Drama,"Penn, Sean","Wright, Robin","Joanou, Phil",49,,,
1272,1943,108,Shadow of a Doubt,Drama,"Cotten, Joseph","Wright, Teresa","Hitchcock, Alfred",32,,,
1273,1950,85,"Men, The",Drama,"Brando, Marlon","Wright, Teresa","Zinnemann, Fred",27,,,
1274,1950,110,Stage Fright,Mystery,"Wilding, Michael","Wyman, Jane","Hitchcock, Alfred",72,,,
1275,1947,103,Magic Town,Drama,"Stewart, James","Wyman, Jane","Wellman, William",4,,,
1276,1975,93,That Lucky Touch,Action,"Moore, Roger","York, Susannah","Miles, Christopher",85,,,
1277,1949,90,Lust for Gold,Drama,"Ford, Glenn","Young, Gig","Simon, S. Sylvan",57,,,
1278,1987,103,Heat,Mystery,"Reynolds, Burt","Young, Karen","Jameson, Jerry",69,,,
1280,1947,87,Night Is My Future,Drama,"Malmsten, Birger","Zetterling, Mai","Bergman, Ingmar",17,,,
1281,1990,92,"Witches, The",Science Fiction,"Fisher, Jasen","Zetterling, Mai","Roeg, Nicolas",18,,,
1282,1953,94,Vera Cruz,Action,"Cooper, Gary",,"Aldrich, Robert",71,,,
1283,1954,91,Apache,Western,"Lancaster, Burt",,"Aldrich, Robert",78,,,
1284,1977,146,Twilight's Last Gleaming,Drama,"Lancaster, Burt",,"Aldrich, Robert",84,,,
1285,1979,119,"Frisco Kid, The",Comedy,"Wilder, Gene",,"Aldrich, Robert",10,,,
1286,1954,30,Bank on the Stars,Drama,"Paar, Jack",,"Allen, Craig",,,,
1287,1987,100,Law of Desire,Drama,"Maura, Carmen",,"Almodóvar, Pedro",73,,,
1288,1966,103,"Quiller Memorandum, The",Mystery,"Segal, George",,"Anderson, Michael",34,,,
1290,1986,128,"Name of the Rose, The",Drama,"Connery, Sean",,"Annaud, Jean-Jacques",8,,,
1291,1988,92,Bloodsport,Action,"Van Damme, Jean-Claude",,"Arnold, Newt",78,,,
1292,1986,85,Torment,Horror,"Gilbert, Taylor",,"Aslanian, Samson",8,,,
1293,1988,138,Pelle the Conqueror,Drama,"Sydow, Max von",,"August, Bille",14,,,
1294,1981,118,Taps,Drama,"Hutton, Timothy",,"Becker, Harold",84,,,
1295,1991,102,"Freshman, The",Comedy,"Brando, Marlon",,"Bergman, Andrew",32,,,
1296,1987,164,"Last Emperor, The",Drama,"Lone, John",,"Bertolucci, Bernardo",1,,,
1297,1962,100,"Grim Reaper, The",Drama,"Rulu, Francesco",,"Bertolucci, Bernardo",35,,,
1298,1983,90,Le Dernier Combat,Drama,"Jolivet, Pierre",,"Besson, Luc",72,,,
1299,1989,91,Too Beautiful for You,Drama,"Depardieu, Gérard",,"Blier, Bertrand",35,,,
1300,1991,105,"Fire, Ice & Dynamite",Action,"Moore, Roger",,"Bogner, Willy",72,,,
1301,1963,113,Heavens Above,Comedy,"Sellers, Peter",,"Boulting, John",38,,,
1302,1961,141,One Eyed Jacks,Western,"Malden, Karl",,"Brando, Marlon",26,,,
1303,1937,61,"Swing It, Sailor!",Comedy,"Ford, Wallace",,"Cannon, Raymond",83,,,
1304,1987,94,"Wolf at the Door, The",Drama,"Sutherland, Donald",,"Carlsen, Henning",68,,,
1305,1936,87,Modern Times,Comedy,"Chaplin, Charles",,"Chaplin, Charles",4,,,
1306,1991,114,Thunderbolt & Lightfoot,Action,"Eastwood, Clint",,"Cimino, Michael",16,,,
1307,1931,87,A Nous la Liberte,Drama,"Marchand, Henri",,"Clair, Rene",60,,,
1308,1979,95,Scum,Action,"Winstone, Ray",,"Clarke, Alan",68,,,
1309,1984,90,"Inside Man, The",Action,"Hopper, Dennis",,"Clegg, Tom",45,,,
1310,1979,153,Apocalypse Now,Drama,"Brando, Marlon",,"Coppola, Francis Ford",8,,,
1311,1990,94,"Bellboy & the Playgirls, The",Drama,"Wilkinson, June",,"Coppola, Francis Ford",7,,,
1312,1963,81,"Terror, The",Horror,"Karloff, Boris",,"Corman, Roger",88,,,
1313,1963,86,"Raven, The",Horror,"Price, Vincent",,"Corman, Roger",85,,,
1314,1975,87,They Came from Within,Horror,"Hampton, Paul",,"Cronenberg, David",21,,,
1315,1986,97,"Boy in Blue, The",Drama,"Cage, Nicolas",,"Dale, Cynthia",63,,,
1316,1991,87,Killer Tomatoes Strike Back,Comedy,"Astin, John",,"De Bello, John",24,,,
1317,1979,87,Attack of the Killer Tomatoes,Comedy,"Wilson, George",,"De Bello, John",47,,,
1318,1987,119,"Untouchables, The",Drama,"Connery, Sean",,"De Palma, Brian",7,,,
1319,1986,91,Wise Guys,Comedy,"Piscopo, Joe",,"De Palma, Brian",16,,,
1320,1989,90,American Autobahn,Drama,"Jalenak, Jan",,"Degas, Andre",75,,,
1321,1990,94,"Final Alliance, The",Action,"Hasselhoff, David",,"Di Leo, Mario",10,,,
1322,1984,130,"Bounty, The",Drama,"Gibson, Mel",,"Donaldson, Roger",25,,,
1323,1974,89,"Little Prince, The",Music,"Kiley, Richard",,"Donen, Stanley",31,,,
1324,1975,94,Posse,Western,"Douglas, Kirk",,"Douglas, Kirk",76,,,
1325,1982,136,Firefox,Action,"Eastwood, Clint",,"Eastwood, Clint",64,,,
1326,1987,91,Penitentiary III,Action,"Kennedy, Leon Isaac",,"Fanaka, Jamaa",82,,,
1328,1966,107,"Wrong Box, The",Comedy,"Mills, John",,"Forbes, Bryan",40,,,
1329,1990,86,Wagonmaster,Western,"Johnson, Ben",,"Ford, John",1,,,
1331,1991,125,"Last Hurrah, The",Drama,"Tracy, Spencer",,"Ford, John",46,,,
1332,1949,59,Law of the Golden West,Western,"Hale, Monte",,"Ford, Philip",1,,,
1333,1949,60,Pioneer Marshal,Western,"Hale, Monte",,"Ford, Philip",8,,,
1334,1949,60,Ranger of the Cherokee Strip,Western,"Hale, Monte",,"Ford, Philip",31,,,
1335,1950,60,Vanishing Westerner,Western,"Hale, Monte",,"Ford, Philip",6,,,
1336,1948,59,Bandits of Dark Canyon,Western,"Lane, Allan",,"Ford, Philip",72,,,
1337,1948,60,"Bold Frontiersman, The",Western,"Lane, Allan",,"Ford, Philip",18,,,
1338,1948,59,"Wild Frontier, The",Western,"Lane, Allan",,"Ford, Philip",61,,,
1339,1968,73,"Firemen's Ball, The",Comedy,"Vostrcil, Jan",,"Forman, Milos",8,,,
1340,1983,112,Local Hero,Comedy,"Riegert, Peter",,"Forsyth, Bill",54,,,
1341,1971,104,"French Connection, The",Drama,"Hackman, Gene",,"Friedkin, William",88,,,
1342,1985,114,To Live & Die in L. A.,Action,"Stockwell, Dean",,"Friedkin, William",70,,,
1343,1961,113,Ferry to Hong Kong,Drama,"Welles, Orson",,"Gilbert, Lewis",77,,,
1344,1983,69,"Eddie Murphy, Delirious",Comedy,"Murphy, Eddie",,"Gower, Bruce",6,,,
1345,1984,77,"Secret Policeman's Private Parts, The",Comedy,"Cleese, John",,"Graef, Roger",36,,,
1346,1958,83,Up the Creek,Comedy,"Sellers, Peter",,"Guest, Val",54,,,
1347,1982,111,Yol,Drama,"Akan, Tarik",,"Guney, Yilmaz",53,,,
1348,1989,150,Sara Dane,Drama,"Hopkins, Harold",,"Hardy, Rod",75,,,
1349,1988,84,Night Tide,Drama,"Muir, Gavin",,"Harrington, Curtis",50,,,
1350,1953,92,His Majesty O'Keefe,Action,"Lancaster, Burt",,"Haskin, Byron",3,,,
1351,1960,122,North to Alaska,Western,"Wayne, John",,"Hathaway, Henry",31,,,
1352,1966,76,Flight to Fury,Action,"Nicholson, Jack",,"Hellman, Monte",70,,,
1353,1966,82,Ride in the Whirlwind,Western,"Nicholson, Jack",,"Hellman, Monte",26,,,
1354,1970,93,Powderkeg,Western,"Taylor, Rod",,"Heyes, Douglas",26,,,
1355,1953,95,I Confess,Drama,"Clift, Montgomery",,"Hitchcock, Alfred",63,,,
1356,1935,88,"Thirty-Nine Steps, The",Science Fiction,"Donat, Robert",,"Hitchcock, Alfred",8,,,
1357,1969,126,Topaz,Mystery,"Forsythe, John",,"Hitchcock, Alfred",12,,,
1358,1930,95,Murder,Mystery,"Marshall, Herbert",,"Hitchcock, Alfred",50,,,
1359,1954,123,Dial M for Murder,Mystery,"Milland, Ray",,"Hitchcock, Alfred",52,,,
1360,1937,80,Young & Innocent,Mystery,"Pilbeam, Nova",,"Hitchcock, Alfred",43,,,
1361,1976,95,Creature from Black Lake,Horror,"Elam, Jack",,"Houck, Joy, Jr.",88,,,
1362,1981,124,Chariots of Fire,Drama,"Cross, Ben",,"Hudson, Hugh",6,,,
1363,1982,81,Monty Python Live at the Hollywood Bowl,Comedy,"Chapman, Graham",,"Hughes, Terry",81,,,
1364,1975,129,"Man Who Would Be King, The",Drama,"Connery, Sean",,"Huston, John",6,,,
1365,1981,117,Victory,Drama,"Stallone, Sylvester",,"Huston, John",39,,,
1367,1989,109,Next of Kin,Mystery,"Swayze, Patrick",,"Irvin, John",63,,,
1368,1990,96,Chattahoochee,Drama,"Oldman, Gary",,"Jackson, Mick",30,,,
1369,1985,82,"Angelic Conversation, The",Comedy,"Reynolds, Paul",,"Jarman, Derek",41,,,
1370,1986,107,Down by Law,Comedy,"Waits, Tom",,"Jarmusch, Jim",49,,,
1371,1984,141,"Killing Fields, The",Drama,"Waterston, Sam",,"Joffe, Roland",6,,,
1372,1992,85,Survival Zone,Action,"Ford, Terence",,"Jones, Chris",25,,,
1373,1979,94,Monty Python's Life of Brian,Comedy,"Chapman, Graham",,"Jones, Terry",11,,,
1374,1983,107,Monty Python's the Meaning of Life,Comedy,"Cleese, John",,"Jones, Terry",33,,,
1375,1971,121,"Red Tent, The",Action,"Finch, Peter",,"Kalatozov, Mikhail",7,,,
1376,1945,82,Dakota,Western,"Wayne, John",,"Kane, Joseph",27,,,
1377,1952,112,Viva Zapata!,Drama,"Brando, Marlon",,"Kazan, Elia",86,,,
